,Country,Industry,Gas_Type,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021
536,Latin America and the Caribbean,"Agriculture, Forestry and Fishing",Methane,682.8526115,691.0913316,696.0222336,702.5308858,708.1416111,715.6222053,719.5587299,716.7509971,716.0406818,705.752736,646.4809135,708.1917556
537,Latin America and the Caribbean,"Agriculture, Forestry and Fishing",Nitrous oxide,299.7004221,308.0554822,304.7648735,317.2505807,324.469351,325.8768313,335.3755092,338.5836912,335.1798113,330.666398,303.5103997,329.1770132
538,Latin America and the Caribbean,Construction,Carbon dioxide,146.2871426,146.9553749,152.6420441,153.4800539,152.0388841,147.7603246,139.74687,135.5490902,134.2462269,132.3689862,118.4459739,112.7582438
539,Latin America and the Caribbean,Construction,Greenhouse gas,218.4302675,220.4370722,226.4295043,227.3854367,225.8523156,220.1755883,210.3038929,204.0679428,201.7118068,197.0710347,175.7502592,171.3334838
540,Latin America and the Caribbean,Construction,Methane,70.8497575,72.19324846,72.4680391,72.55215673,72.47533982,71.08609138,69.21565284,67.17108569,66.12046508,63.36151884,56.06248945,57.20192945
541,Latin America and the Caribbean,Construction,Nitrous oxide,1.293367351,1.288448799,1.319421091,1.353226017,1.33809162,1.329172285,1.341370148,1.347766926,1.345114788,1.340529733,1.241795842,1.373310585
542,Latin America and the Caribbean,"Electricity, Gas, Steam and Air Conditioning Supply",Carbon dioxide,373.2414394,386.8940566,435.9042734,444.8562586,457.5091733,462.5115133,440.2340815,421.9875155,417.6521052,408.4510719,358.0415456,393.4676304
543,Latin America and the Caribbean,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,381.0177854,394.9238705,444.5739355,453.927397,466.6478989,471.6080532,449.1555027,430.8457897,426.3494172,417.1417024,365.9954578,402.3529359
544,Latin America and the Caribbean,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,2.194113078,2.327271883,2.501172485,2.744844272,2.690141969,2.645893976,2.52156457,2.507559237,2.432930406,2.465038307,2.339151707,2.513801327
545,Latin America and the Caribbean,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,5.582232917,5.702542068,6.168489647,6.326294114,6.448583643,6.450645943,6.399856556,6.350714929,6.264381542,6.225592243,5.614760439,6.371504088
546,Latin America and the Caribbean,Manufacturing,Carbon dioxide,356.2846962,365.2259567,384.6637259,372.9765745,365.2007006,343.490445,339.7585848,355.1208264,341.938875,335.9551453,323.2333756,334.7381556
547,Latin America and the Caribbean,Manufacturing,Fluorinated gases,23.65061372,25.66150419,25.51112949,25.37471034,28.36669798,28.73764097,31.75188635,35.55094856,39.27745494,37.7645232,33.72935214,38.3253046
548,Latin America and the Caribbean,Manufacturing,Greenhouse gas,469.8726567,481.9479283,500.9997125,489.3226727,484.0744231,462.3452184,461.213367,480.9721642,470.4195372,460.4137703,430.9860861,450.4887219
549,Latin America and the Caribbean,Manufacturing,Methane,10.99420613,11.35388069,10.54145417,10.39997436,10.06730958,9.689186759,9.242249607,9.495368858,9.153715148,9.086314498,8.356332605,9.075424487
550,Latin America and the Caribbean,Manufacturing,Nitrous oxide,78.94314057,79.70658672,80.2834029,80.57141354,80.43971486,80.42794574,80.46064625,80.8050204,80.04949211,77.60778734,65.66702575,68.34983722
551,Latin America and the Caribbean,Mining,Carbon dioxide,138.9892667,140.652963,138.0517886,137.9924717,133.4407086,129.3344555,121.827217,121.7880262,119.657739,115.1046996,101.6407238,100.0386305
552,Latin America and the Caribbean,Mining,Greenhouse gas,153.9210957,156.372139,153.9496797,153.9654066,149.1115511,143.8958666,136.0465512,136.0624519,133.3842616,128.6610764,114.5556567,113.7648604
553,Latin America and the Caribbean,Mining,Methane,13.65714838,14.43804914,14.62310042,14.66830748,14.40779706,13.31316751,12.95331498,12.98541437,12.44241142,12.27104714,11.71838955,12.42163103
554,Latin America and the Caribbean,Mining,Nitrous oxide,1.274680656,1.281126911,1.274790631,1.304627436,1.263045468,1.248243548,1.266019251,1.289011301,1.284111205,1.285329676,1.196543353,1.304598805
555,Latin America and the Caribbean,Other Services Industries,Carbon dioxide,193.2618637,199.3469254,209.5470597,209.6711305,213.384363,211.4106408,214.0709599,214.4487161,209.3200468,203.4224962,168.8363275,182.7479594
556,Latin America and the Caribbean,Other Services Industries,Fluorinated gases,10.36671307,10.29142229,11.34878907,12.20349635,13.32253735,14.47510664,15.6306638,16.51115269,17.40707893,17.26692057,16.01879511,17.40212287
557,Latin America and the Caribbean,Other Services Industries,Greenhouse gas,217.1377236,223.0580829,234.5037833,235.2688369,239.776189,239.1397998,243.0467938,244.5690506,240.3269037,234.681154,196.8999069,213.6557805
558,Latin America and the Caribbean,Other Services Industries,Methane,11.39901075,11.27083935,11.34718656,11.12661509,10.76454627,10.90528903,10.98662013,11.22974105,11.22378481,11.59614735,10.23135792,11.43349548
559,Latin America and the Caribbean,Other Services Industries,Nitrous oxide,2.110136084,2.148895865,2.260747947,2.267594906,2.304742306,2.34876333,2.358549971,2.37944071,2.375993093,2.395589873,1.813426359,2.072202764
560,Latin America and the Caribbean,Total Households,Carbon dioxide,363.9319645,371.6572699,389.2646513,388.4367467,398.5945567,396.008941,397.76322,397.4422107,385.4390385,373.3032774,324.3528792,356.1599929
561,Latin America and the Caribbean,Total Households,Fluorinated gases,0.873874225,0.978048555,1.106258561,1.214518572,1.337299136,1.47314067,1.610197853,1.767051048,1.943263322,1.877646159,1.570046532,1.614182668
562,Latin America and the Caribbean,Total Households,Greenhouse gas,378.3483247,386.1952575,404.4507748,403.6873957,414.3042723,411.9727255,413.5371237,413.2518842,401.098283,388.6555861,338.0770692,371.3323008
563,Latin America and the Caribbean,Total Households,Methane,2.632981113,2.662975745,2.75700162,2.726863531,2.764021274,2.735317454,2.722284748,2.640809291,2.590462227,2.490183314,2.288569747,2.582393932
564,Latin America and the Caribbean,Total Households,Nitrous oxide,10.90950484,10.89696333,11.32286332,11.3092669,11.60839514,11.75532636,11.44142112,11.40181317,11.1255189,10.98447924,9.865573729,10.97573126
565,Latin America and the Caribbean,Total Industry and Households,Carbon dioxide,1828.792682,1877.254889,1987.280748,1989.254146,2009.5103,1972.414185,1939.579118,1926.668212,1887.885959,1849.1384,1634.729484,1729.51269
566,Latin America and the Caribbean,Total Industry and Households,Fluorinated gases,37.80214435,40.08673037,41.30992453,42.34181447,46.82644223,48.61285664,53.18431819,58.29917674,63.39477594,61.51510458,55.16964221,61.29978494
567,Latin America and the Caribbean,Total Industry and Households,Greenhouse gas,3408.223158,3483.526932,3603.124696,3633.441661,3675.780148,3652.157489,3637.209097,3630.616694,3595.233134,3529.633699,3159.641499,3387.977017
568,Latin America and the Caribbean,Total Industry and Households,Methane,1126.236065,1141.141213,1150.966676,1165.044564,1174.955448,1184.926754,1188.965427,1186.563293,1189.319603,1171.474773,1065.728336,1160.469255
569,Latin America and the Caribbean,Total Industry and Households,Nitrous oxide,415.3922665,425.0440997,423.5673483,436.8011361,444.4879576,446.2036929,455.4802338,459.0860125,454.6327966,447.5054207,404.0140376,436.6952869
570,Latin America and the Caribbean,Transportation and Storage,Carbon dioxide,212.8865475,222.3477942,225.467529,226.344961,228.140218,227.414945,230.2751047,228.8329872,226.299519,224.773948,185.0203415,192.613969
571,Latin America and the Caribbean,Transportation and Storage,Fluorinated gases,2.910943342,3.155755334,3.34374741,3.549089212,3.79990776,3.926968364,4.191570178,4.470024432,4.766978752,4.606014657,3.851448422,3.958174798
572,Latin America and the Caribbean,Transportation and Storage,Greenhouse gas,224.0812762,234.041171,237.4115722,238.5451212,240.6609502,240.1161758,243.2598072,242.0755298,239.7987871,238.2458566,196.7037381,205.1565066
573,Latin America and the Caribbean,Transportation and Storage,Methane,1.318167061,1.358443099,1.39583286,1.384555252,1.378077957,1.39804722,1.423007692,1.405310753,1.383167416,1.426510384,1.301174679,1.433499472
574,Latin America and the Caribbean,Transportation and Storage,Nitrous oxide,6.965618347,7.179178337,7.204462987,7.266515702,7.342746461,7.376215217,7.370124694,7.367207403,7.349121951,7.439383582,6.530773458,7.150863326
575,Latin America and the Caribbean,"Water supply; sewerage, waste management and remediation activities",Carbon dioxide,11.42239221,11.31307993,19.42689276,20.7030072,22.82484705,21.90565879,21.54039052,17.38331402,18.80338718,21.49059282,21.24469343,20.78007159
576,Latin America and the Caribbean,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,350.3736254,354.5431286,367.7058438,376.7649856,384.3647372,388.8277632,391.3491297,389.321667,396.3946233,394.0762015,356.7683887,386.3156218
577,Latin America and the Caribbean,"Water supply; sewerage, waste management and remediation activities",Methane,330.3380696,334.4451732,339.3106548,346.9103616,352.266603,357.5315553,360.3420026,362.3770066,367.9319844,363.0252777,326.9499563,355.6153246
578,Latin America and the Caribbean,"Water supply; sewerage, waste management and remediation activities",Nitrous oxide,8.613163571,8.784875479,8.968296226,9.151616797,9.273287146,9.390549183,9.466736566,9.561346437,9.659251713,9.560330983,8.573738907,9.920225632
622,Northern America,"Agriculture, Forestry and Fishing",Carbon dioxide,67.94926766,67.07615547,68.80341577,67.49292067,68.81233551,68.52777973,68.02945562,68.85096118,69.95634154,70.0715244,67.49402504,70.40253039
623,Northern America,"Agriculture, Forestry and Fishing",Greenhouse gas,709.879706,690.3028623,673.6889014,717.0499586,726.5872314,732.4842959,721.9186634,722.7701379,740.8755281,747.868605,678.5235289,712.4814798
624,Northern America,"Agriculture, Forestry and Fishing",Methane,275.0125897,268.4714509,268.0201802,263.0961717,262.7068444,269.2460346,276.188124,279.1661893,283.737504,284.3740434,256.4076562,274.4604795
625,Northern America,"Agriculture, Forestry and Fishing",Nitrous oxide,366.9178486,354.7552559,336.8653054,386.4608663,395.0680515,394.7104816,377.7010838,374.7529874,387.1816826,393.4230372,354.6218476,367.6184699
626,Northern America,Construction,Carbon dioxide,231.1492005,205.3506354,209.305747,218.0237391,214.5392279,228.5826987,249.5385994,249.4653297,251.4529434,257.0221311,236.9992199,241.7473023
627,Northern America,Construction,Greenhouse gas,234.0473346,208.0040631,211.786357,220.4016587,216.8101881,230.8263638,251.8002531,251.5923096,253.4497649,258.9379286,238.7244939,243.4875796
628,Northern America,Construction,Methane,0.478131516,0.433972992,0.431680497,0.441009046,0.43440847,0.467512088,0.500737591,0.486538125,0.469006324,0.464576755,0.41828639,0.42459059
629,Northern America,Construction,Nitrous oxide,2.420002569,2.219454703,2.048929534,1.936910565,1.836551821,1.776152994,1.760916088,1.640441766,1.527815252,1.451220753,1.306987608,1.315686714
630,Northern America,"Electricity, Gas, Steam and Air Conditioning Supply",Carbon dioxide,2390.050465,2283.926037,2144.694984,2157.715033,2155.190229,2029.681036,1927.3819,1845.539422,1856.684823,1710.582534,1501.745546,1562.062597
631,Northern America,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,2496.700786,2380.604024,2235.215221,2251.097769,2246.591679,2132.794901,2035.335611,1944.061781,1951.14088,1804.945387,1586.731949,1650.419396
632,Northern America,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,75.77926077,67.08044883,63.32141749,64.11764096,61.87961063,75.91968932,81.13472901,73.18273035,69.51446453,72.73880407,65.50791083,66.59654079
633,Northern America,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,30.87106062,29.59753774,27.19881887,29.26509483,29.52183913,27.19417592,26.81898156,25.33962842,24.94159231,21.62404892,19.47849261,21.76025803
634,Northern America,Manufacturing,Carbon dioxide,946.1683394,966.8467673,969.0556677,982.091562,971.4473427,949.1465373,934.740028,924.6331321,949.2855962,956.6017315,917.9520622,942.3063835
635,Northern America,Manufacturing,Fluorinated gases,3.789060533,3.955733495,4.372132821,4.868899867,4.429233926,4.534996459,4.396674692,3.916291128,4.081422903,4.180707762,3.811342743,4.506927745
636,Northern America,Manufacturing,Greenhouse gas,984.3181643,1012.827834,1009.836835,1022.175964,1011.240625,984.9730602,970.3410169,959.8156753,988.477121,990.4551768,948.5053952,973.2322809
637,Northern America,Manufacturing,Methane,11.66324091,13.96256463,13.77668877,13.92674891,12.59042045,9.246495781,8.061696867,8.803687084,9.426240943,8.738637689,7.872353438,8.625464604
638,Northern America,Manufacturing,Nitrous oxide,22.6975235,28.06276843,22.63234599,21.28875296,22.77362817,22.0450307,23.14261739,22.46256498,25.68386091,20.93409985,18.86963678,17.79350502
639,Northern America,Mining,Carbon dioxide,191.9284364,208.6919561,215.9792382,228.1895353,234.3678163,208.5086603,182.5283242,201.4754168,224.280494,226.0215818,208.8597149,224.0528714
640,Northern America,Mining,Greenhouse gas,419.7901973,433.3745104,438.7442511,453.0864184,461.3701159,414.0416039,367.9456572,397.5284517,425.9844114,422.6293611,386.3735223,399.2672162
641,Northern America,Mining,Methane,226.3118361,223.0507075,221.0980093,223.2159117,225.236633,203.9314719,183.9081131,194.4677585,200.0096075,194.9272387,175.9919761,173.600979
642,Northern America,Mining,Nitrous oxide,1.549924799,1.631846785,1.667003662,1.680971404,1.765666612,1.601471759,1.509219876,1.585276368,1.694309926,1.680540582,1.521831302,1.61336585
643,Northern America,Other Services Industries,Carbon dioxide,582.2083195,568.5364477,543.9651096,572.2801501,594.8864982,617.3671822,598.3280224,610.7042931,642.5715503,651.9758111,587.41797,606.6646542
644,Northern America,Other Services Industries,Fluorinated gases,3.426919453,3.702808776,3.84314084,4.322368029,5.03736514,5.151326134,5.281663207,5.896451051,6.516580454,6.586331016,6.004429477,6.240873102
645,Northern America,Other Services Industries,Greenhouse gas,611.4435401,596.4952415,571.538266,601.1102022,624.5105233,649.4757904,631.0382793,642.5932608,672.9387665,683.5333305,615.9143176,637.4005312
646,Northern America,Other Services Industries,Methane,18.40794984,17.18800031,17.09066892,18.18904534,18.43131333,20.95867569,21.59020027,20.35980904,18.44152091,19.67258143,17.71727906,19.34403177
647,Northern America,Other Services Industries,Nitrous oxide,7.400351349,7.067984728,6.639346624,6.318638729,6.155346618,5.998606371,5.838393448,5.632707655,5.409114773,5.298607005,4.77463913,5.150972101
648,Northern America,Total Households,Carbon dioxide,1096.788866,1082.331545,1031.957733,1078.368298,1113.503036,1082.918623,1071.317505,1072.013354,1127.947226,1120.011124,1015.665515,1027.51825
649,Northern America,Total Households,Fluorinated gases,0.332051987,0.409573091,0.518261021,0.621858511,0.654791576,0.688473721,0.780018232,0.973417657,1.23114424,1.330381658,1.212842601,1.32246184
650,Northern America,Total Households,Greenhouse gas,1120.390729,1105.049956,1051.990929,1098.415458,1132.167413,1099.886513,1086.614893,1086.322762,1142.60164,1134.095129,1028.39253,1041.400476
651,Northern America,Total Households,Methane,7.231853646,7.136008667,6.223901421,7.328187475,7.351988931,6.704976314,5.979905318,5.784686341,6.573068244,6.620033107,5.979148544,5.714843035
652,Northern America,Total Households,Nitrous oxide,16.03795817,15.17282914,13.29103328,12.09711399,10.65759658,9.574440393,8.537465166,7.551304559,6.850201306,6.133590402,5.535023989,6.844921389
653,Northern America,Total Industry and Households,Carbon dioxide,6256.501367,6131.961232,5928.627957,6068.21671,6114.518708,5966.464426,5829.714555,5799.687677,5977.282297,5861.123263,5283.153212,5492.791324
654,Northern America,Total Industry and Households,Fluorinated gases,10.30913023,11.03892545,11.80804495,12.69291106,13.00637353,13.11711198,13.15921181,13.49696684,14.63334671,14.77469298,13.46935067,14.87283093
655,Northern America,Total Industry and Households,Greenhouse gas,7548.788839,7389.05403,7152.697564,7339.445912,7392.843562,7237.6673,7071.758798,7042.73176,7243.320779,7127.930443,6426.881469,6689.316938
656,Northern America,Total Industry and Households,Methane,793.9372651,767.3071173,761.0815491,758.275757,756.3048517,754.1192574,741.5032991,747.3109616,754.937933,757.8263593,684.7765592,714.2623327
657,Northern America,Total Industry and Households,Nitrous oxide,488.0410774,478.7467551,451.1800129,500.2605339,509.0136291,503.9665043,487.381732,482.2361537,496.4672027,494.2061277,445.4823476,467.3904506
658,Northern America,Transportation and Storage,Carbon dioxide,733.4164625,732.6855608,728.4237019,747.4658189,744.5573399,764.2795685,780.2157648,808.8906355,836.52776,850.2018199,732.3940226,799.8623346
659,Northern America,Transportation and Storage,Fluorinated gases,2.761098254,2.970810092,3.074510263,2.879784651,2.884982892,2.742315667,2.700855675,2.710807004,2.804199114,2.677272546,2.440735844,2.802568245
660,Northern America,Transportation and Storage,Greenhouse gas,763.5301145,762.7193935,758.5534564,778.0680391,775.2998196,795.5368816,811.8225096,840.5659439,867.6727081,882.2894881,762.5947529,829.9064136
661,Northern America,Transportation and Storage,Methane,12.82339357,12.69811261,12.91351332,13.48353102,13.92007145,15.00785482,15.07450477,14.57803652,13.64026659,14.48584055,14.27368116,13.24355918
662,Northern America,Transportation and Storage,Nitrous oxide,14.52916012,14.36490997,14.14173087,14.23890452,13.93742529,13.50714266,13.83138433,14.38646485,14.70048243,14.92455507,13.48631331,13.99795158
663,Northern America,"Water supply; sewerage, waste management and remediation activities",Carbon dioxide,16.84201029,16.51612714,16.44235922,16.58965258,17.21488199,17.45234119,17.63495553,18.11513324,18.57556183,18.63500517,14.62513615,18.17440068
664,Northern America,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,208.6882669,199.6761457,201.3433471,198.0404441,198.2659664,197.6478901,194.941914,197.4814373,200.179959,203.1760368,181.1209789,201.721565
665,Northern America,"Water supply; sewerage, waste management and remediation activities",Methane,166.229009,157.2858509,158.2054893,154.4775109,153.753561,152.6365469,149.0652881,150.4815263,153.126254,155.8046037,140.6082674,152.2518442
666,Northern America,"Water supply; sewerage, waste management and remediation activities",Nitrous oxide,25.6172476,25.87416768,26.69549866,26.97328063,27.29752339,27.55900196,28.24167039,28.88477769,28.4781432,28.73642793,25.88757532,31.29532005
707,Oceania,"Agriculture, Forestry and Fishing",Carbon dioxide,11.57085025,11.81387751,12.03310459,11.99193814,12.50943282,12.84292673,13.18670842,13.98891129,13.77773219,12.71502691,12.07211699,14.70137277
708,Oceania,"Agriculture, Forestry and Fishing",Greenhouse gas,118.2353361,123.6628955,126.2447348,126.613135,127.542636,123.9840873,122.9671414,127.5776293,126.3549282,121.7833943,112.1265524,124.2321811
709,Oceania,"Agriculture, Forestry and Fishing",Methane,87.12594926,90.87765535,92.62670348,93.20186898,92.87912849,89.62009546,88.1034035,90.2585933,90.414837,87.7252553,80.44488494,85.70138282
710,Oceania,"Agriculture, Forestry and Fishing",Nitrous oxide,19.53853659,20.97136267,21.58492672,21.41932792,22.15407466,21.52106513,21.67702949,23.33012476,22.16235903,21.3431121,19.6095505,23.82942549
711,Oceania,Construction,Carbon dioxide,3.086119333,3.199630183,3.184671121,3.169384411,3.737927987,3.478742356,3.513868252,3.66400513,3.929012317,4.092998335,3.866476582,3.875295495
712,Oceania,Construction,Greenhouse gas,3.304074134,3.417278625,3.390710491,3.351444813,4.827230935,5.832573393,6.128100513,6.395833385,7.178705492,7.434497467,7.160552628,7.30528123
713,Oceania,Construction,Methane,0.181433894,0.17998057,0.168529866,0.145075173,1.050023711,2.31674082,2.576702409,2.693452754,3.208915764,3.30080474,3.256401997,3.392177899
714,Oceania,Construction,Nitrous oxide,0.036520907,0.037667872,0.037509504,0.036985229,0.039279237,0.037090217,0.037529852,0.038375501,0.040777411,0.040694392,0.03767405,0.037807837
715,Oceania,"Electricity, Gas, Steam and Air Conditioning Supply",Carbon dioxide,213.7229281,205.7634415,207.7729489,194.5752952,188.1864477,196.8855561,201.9343679,197.965382,191.6874735,189.635382,177.5179003,177.8463251
716,Oceania,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,215.4702526,207.5197905,209.5910147,196.3132694,190.0159616,198.5799597,203.8243388,199.7867295,193.4324866,191.3098054,179.0668378,179.4345209
717,Oceania,"Electricity, Gas, Steam and Air Conditioning Supply",Methane,0.685362507,0.586857679,0.67812826,0.629703881,0.773303907,0.850995192,1.04276708,0.994270235,1.000151878,0.945488384,0.864296881,0.88460861
718,Oceania,"Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,1.061962023,1.169491324,1.139937495,1.108270267,1.056209933,0.84340841,0.84720385,0.827077272,0.744861244,0.728935044,0.68464056,0.703587225
719,Oceania,Manufacturing,Carbon dioxide,79.91728589,81.18422653,80.70040654,82.00025135,82.28762573,77.11991899,74.57551939,74.64049456,74.65877094,74.92399199,70.26386944,73.72613003
720,Oceania,Manufacturing,Fluorinated gases,0.564494859,0.609882426,0.568228386,0.490220133,0.503450012,0.5574983,0.553898072,0.59181344,0.626714209,0.774254065,0.729754469,0.697900835
721,Oceania,Manufacturing,Greenhouse gas,84.52357639,85.2692394,84.66337639,84.96920321,85.24955873,80.26040695,77.601147,77.83255477,78.15312421,78.9733118,74.04225036,77.60776776
722,Oceania,Manufacturing,Methane,0.358433411,0.365111149,0.41016673,0.406778708,0.461690336,0.441409076,0.462281306,0.462255227,0.441367194,0.439069674,0.399487319,0.428833375
723,Oceania,Manufacturing,Nitrous oxide,3.683362232,3.11001929,2.984574737,2.071953024,1.996792651,2.141580576,2.009448233,2.137991543,2.426271873,2.835996075,2.649139127,2.754903524
724,Oceania,Mining,Carbon dioxide,23.30712952,24.15867827,25.78182422,28.0600437,29.55668239,30.75003846,34.13808806,40.35604842,44.94875299,51.89290618,48.51292718,50.55382253
725,Oceania,Mining,Greenhouse gas,56.23139987,55.95612681,57.86937266,60.05969019,59.24677839,63.67340968,67.17278536,72.92754915,78.32288659,83.59250961,78.10332207,80.18646195
726,Oceania,Mining,Methane,32.77916263,31.64594834,31.90636627,31.78731124,29.47257234,32.69965461,32.79241971,32.28552414,33.07342716,31.36186232,29.27490072,29.29760213
727,Oceania,Mining,Nitrous oxide,0.145107716,0.151500202,0.181182164,0.212335244,0.217523662,0.223716605,0.242277581,0.285976591,0.300706443,0.337741107,0.315494169,0.335037301
728,Oceania,Other Services Industries,Carbon dioxide,10.29727173,10.84046566,11.35627244,11.11730239,11.39655056,11.57251524,11.94277602,11.72811314,11.88278194,11.74532983,10.83661287,12.09819556
729,Oceania,Other Services Industries,Fluorinated gases,5.103984422,5.66288862,5.354232724,5.975497476,6.455788322,7.352483065,7.438367984,7.499283542,7.596709919,8.552019386,7.989052372,8.751807737
730,Oceania,Other Services Industries,Greenhouse gas,15.91936477,16.99644267,17.20810736,17.59518684,18.35687036,19.4222852,19.8753645,19.72928844,19.99998515,20.83651015,19.34487866,21.42183342
731,Oceania,Other Services Industries,Methane,0.392265465,0.361584783,0.359986507,0.363944041,0.369461359,0.359888679,0.35519862,0.361889931,0.36223746,0.376303837,0.370487658,0.420362961
732,Oceania,Other Services Industries,Nitrous oxide,0.125843155,0.131503614,0.137615692,0.138442937,0.135070115,0.137398218,0.139021875,0.140001831,0.158255834,0.162857095,0.148725755,0.151467164
733,Oceania,Total Households,Carbon dioxide,62.67338997,64.42247619,64.83322162,63.88392771,63.98348463,66.51340182,67.34122038,69.15823636,68.30799474,68.40983977,63.16607709,67.14916856
734,Oceania,Total Households,Fluorinated gases,1.364346926,1.442408231,1.475348801,1.58204539,1.845007634,1.993274598,2.185726964,2.198610316,2.342005756,2.519825756,2.353406851,2.585949774
735,Oceania,Total Households,Greenhouse gas,66.95304142,68.67161788,69.03385722,68.07301277,68.31091085,70.89590148,71.81985108,73.56853771,72.69754965,72.92582788,67.38101444,71.59333151
736,Oceania,Total Households,Methane,1.389770655,1.318075002,1.305425707,1.286454359,1.264754573,1.231479297,1.215557351,1.203031706,1.173573871,1.163243082,1.078769131,1.065745892
737,Oceania,Total Households,Nitrous oxide,1.525533868,1.488658455,1.419861099,1.320585306,1.21766401,1.157745765,1.077346385,1.008659332,0.873975282,0.832919271,0.782761371,0.792467275
738,Oceania,Total Industry and Households,Carbon dioxide,472.2956736,471.9080093,476.7787883,466.2159196,464.644696,473.7030316,482.5516204,488.8089999,488.3523313,493.2734386,457.4699796,477.2808196
739,Oceania,Total Industry and Households,Fluorinated gases,8.335037313,9.053942678,8.667941229,9.395723261,10.30112907,11.50100654,11.80905372,11.84962046,12.10196843,13.51320437,12.62921687,13.74419712
740,Oceania,Total Industry and Households,Greenhouse gas,651.4041879,654.4361588,659.9384168,648.6320303,647.9170627,659.5088046,668.4741832,678.5308004,679.0697739,680.7741201,631.0448092,663.2344191
741,Oceania,Total Industry and Households,Methane,142.7638796,144.4672386,145.014494,144.7153858,144.0700088,146.051141,145.8154825,147.8037949,149.6440338,145.4023043,134.6014371,141.3598466
742,Oceania,Total Industry and Households,Nitrous oxide,28.00959732,29.00696832,29.47719325,28.30500161,28.90122884,28.25362553,28.2980266,30.06838514,28.97144036,28.58517281,26.3441756,30.84955578
743,Oceania,Transportation and Storage,Carbon dioxide,67.58147217,70.38431683,70.95276176,71.25306424,72.57617379,74.34108324,75.67494156,77.12927244,78.97894683,79.7119889,71.09780078,77.19655575
744,Oceania,Transportation and Storage,Fluorinated gases,1.302211106,1.338763401,1.270131318,1.347960262,1.496883102,1.597750572,1.631060698,1.559913157,1.536538542,1.667105163,1.557003179,1.708538773
745,Oceania,Transportation and Storage,Greenhouse gas,70.58717519,73.46330005,73.95484851,74.33891508,75.8293397,77.75772369,79.1558961,80.56405432,82.35397393,83.2348951,74.36293043,80.74783623
746,Oceania,Transportation and Storage,Methane,0.424069268,0.42382193,0.419096876,0.413183995,0.40104792,0.409147271,0.415721538,0.41519532,0.395143512,0.38789613,0.368573423,0.379490402
747,Oceania,Transportation and Storage,Nitrous oxide,1.279422647,1.316397891,1.312858561,1.324706584,1.355234883,1.4097426,1.4341723,1.459673406,1.443345053,1.467904907,1.33955305,1.463251305
748,Oceania,"Water supply; sewerage, waste management and remediation activities",Carbon dioxide,0.139226663,0.140896603,0.163577094,0.164712449,0.410370344,0.198848635,0.244130402,0.178536591,0.180865861,0.145974745,0.136198387,0.1339538
749,Oceania,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,20.17996737,19.47946737,17.98239464,17.31817296,18.53777616,19.1024572,19.92955842,20.14862382,20.57613404,20.68336839,19.45647048,20.70520496
750,Oceania,"Water supply; sewerage, waste management and remediation activities",Methane,19.42743253,18.70820377,17.14009026,16.48106541,17.39802613,18.12173056,18.85143098,19.12958233,19.57437998,19.70238082,18.54363507,19.7896425
751,Oceania,"Water supply; sewerage, waste management and remediation activities",Nitrous oxide,0.613308178,0.630366997,0.678727277,0.672395103,0.729379691,0.781878006,0.833997034,0.840504903,0.82088819,0.835012824,0.776637016,0.781608661
